datetime,s1_q50_b1r1,s2_q50_b1r1,s3_q50_b1r1,s1_q10_b1r1,s2_q10_b1r1,s3_q10_b1r1,s1_q90_b1r1,s2_q90_b1r1,s3_q90_b1r1
2023-02-17 07:15,2165.73,2165.98,681.59,1450.27,1419.39,7.76,2166.88,2166.88,2166.88
2023-02-17 07:30,2165.83,2165.83,705.08,1450.31,1419.25,7.6,2166.88,2166.88,2166.88
2023-02-17 07:45,2165.86,2165.78,719.43,1450.37,1419.27,7.9,2166.88,2166.88,2166.88
2023-02-17 08:00,2165.48,2165.96,701.27,1450.2,1419.38,8.61,2166.88,2166.88,2166.88
2023-02-17 08:15,2166.05,2166.05,678.48,1450.48,1419.43,9.62,2166.88,2166.88,2166.88
2023-02-17 08:30,2165.82,2165.82,667.92,1450.35,1419.3,10.9,2166.88,2166.88,2166.88
2023-02-17 08:45,2165.56,2166.0,696.23,1449.98,1419.12,22.07,2166.88,2166.88,2166.88
2023-02-17 09:00,2165.58,2165.58,707.19,1450.14,1419.1,28.81,2166.88,2166.88,2166.88
2023-02-17 09:15,2165.72,2166.08,707.0,1323.19,1381.56,31.24,2166.88,2166.88,2166.88
2023-02-17 09:30,2166.21,2166.09,708.42,1323.36,1381.53,33.11,2166.88,2166.88,2166.88
2023-02-17 09:45,2165.51,2165.92,734.5,1323.07,1381.47,34.54,2166.88,2166.88,2166.88
2023-02-17 10:00,2166.24,2165.8,763.27,1323.4,1381.47,35.41,2166.88,2166.88,2166.88
2023-02-17 10:15,2166.24,2166.24,786.34,1323.38,1381.63,33.09,2166.88,2166.88,2166.88
2023-02-17 10:30,2165.85,2166.0,801.73,1323.15,1381.48,32.58,2166.88,2166.88,2166.88
2023-02-17 10:45,2166.08,2166.08,815.73,1323.32,1381.58,33.74,2166.88,2166.88,2166.88
2023-02-17 11:00,2165.48,2165.29,829.89,1322.98,1381.12,34.91,2166.88,2166.88,2166.88
2023-02-17 11:15,2165.93,2165.93,844.2,1323.22,1381.46,36.11,2166.88,2166.88,2166.88
2023-02-17 11:30,2165.47,2165.63,858.68,1322.54,1380.86,37.33,2166.88,2166.88,2166.88
2023-02-17 11:45,2165.83,2165.8,873.32,1323.17,1381.39,38.21,2166.88,2166.88,2166.88
2023-02-17 12:00,2165.96,2165.96,888.12,1323.24,1381.48,36.67,2166.88,2166.88,2166.88
2023-02-17 12:15,2165.75,2165.75,909.84,1325.1,1392.59,37.62,2166.88,2166.88,2166.88
2023-02-17 12:30,2165.33,2165.58,911.22,1324.89,1392.48,36.67,2166.88,2166.88,2166.88
2023-02-17 12:45,2166.02,2166.02,901.78,1325.24,1392.74,35.59,2166.88,2166.88,2166.88
2023-02-17 13:00,2165.4,2165.18,888.95,1324.91,1392.22,32.38,2166.88,2166.88,2166.88
2023-02-17 13:15,2165.62,2165.45,881.99,1325.06,1392.46,29.31,2166.88,2166.88,2166.88
2023-02-17 13:30,2165.66,2164.89,876.73,1325.06,1392.04,21.9,2166.88,2166.88,2166.88
2023-02-17 13:45,2165.54,2165.74,871.49,1325.06,1392.57,10.37,2166.88,2166.88,2150.96
2023-02-17 14:00,2165.9,2166.27,866.29,1325.2,1392.84,9.93,2166.88,2166.88,2163.45
2023-02-17 14:15,2165.83,2165.0,861.11,1325.16,1392.11,20.68,2166.88,2166.88,2165.46
2023-02-17 14:30,2165.53,2165.7,861.51,1324.97,1392.52,22.33,2166.88,2166.88,2166.88
2023-02-17 14:45,2165.71,2165.83,872.09,1325.09,1392.62,27.75,2166.88,2166.88,2166.88
2023-02-17 15:00,2165.86,2165.38,894.19,1325.16,1392.37,18.43,2166.88,2166.88,2166.88
2023-02-17 15:15,2165.6,2164.9,917.25,1394.85,1323.17,17.94,2166.88,2166.88,2166.88
2023-02-17 15:30,2165.4,2165.39,913.31,1394.13,1323.45,17.05,2166.88,2166.88,2166.88
2023-02-17 15:45,2164.65,2164.08,911.94,1394.42,1322.91,16.18,2166.88,2166.88,2166.88
2023-02-17 16:00,2162.69,2161.77,911.26,1393.38,1321.66,15.33,2166.88,2166.88,2166.88
2023-02-17 16:15,2161.75,2161.02,889.71,1392.7,1321.21,9.9,2166.88,2166.88,2166.88
2023-02-17 16:30,2157.89,2156.5,863.29,1390.65,1313.49,9.33,2166.88,2166.88,2166.88
2023-02-17 16:45,2155.78,2151.9,844.82,1386.35,1313.9,8.78,2166.88,2166.88,2166.88
2023-02-17 17:00,2150.07,2144.49,836.28,1384.61,1300.23,8.24,2166.88,2166.88,2166.88
2023-02-17 17:15,2143.11,2139.95,827.97,1379.27,1304.8,7.71,2166.88,2166.88,2166.88
2023-02-17 17:30,2137.8,2133.05,834.73,1370.14,1305.16,5.4,2166.44,2166.37,2166.52
2023-02-17 17:45,2122.12,2114.82,808.96,1359.94,1277.99,5.11,2161.74,2165.88,2166.88
2023-02-17 18:00,2112.85,2108.4,801.83,1357.05,1286.48,4.82,2157.88,2164.63,2166.88
2023-02-17 18:15,2085.61,2089.34,801.73,1354.06,1284.66,4.99,2159.0,2159.51,2166.88
2023-02-17 18:30,2034.81,2081.17,802.66,1324.41,1280.27,5.17,2109.83,2147.36,2166.88
2023-02-17 18:45,1976.11,2060.01,787.76,1216.52,1271.45,5.34,2082.34,2132.31,2166.88
2023-02-17 19:00,1912.78,2030.91,764.72,1080.02,1247.26,5.52,2053.56,2124.77,2166.88
2023-02-17 19:15,1869.0,1989.91,763.27,983.28,1218.41,7.73,2033.48,2105.02,2166.88
2023-02-17 19:30,1836.79,1934.72,766.99,936.13,1154.6,8.05,1991.33,2080.09,2166.88
2023-02-17 19:45,1809.39,1875.56,761.29,901.62,1042.88,8.37,1975.73,2058.45,2166.88
2023-02-17 20:00,1781.2,1823.08,764.32,880.46,953.99,8.7,1959.53,2039.48,2166.88
2023-02-17 20:15,1750.11,1776.05,773.95,842.88,875.55,9.04,1941.39,2020.08,2164.93
2023-02-17 20:30,1715.35,1732.01,784.0,799.05,807.07,9.38,1920.54,2001.79,2166.88
2023-02-17 20:45,1679.92,1689.96,788.7,757.71,747.84,9.72,1899.69,1984.28,2166.88
2023-02-17 21:00,1649.11,1655.46,802.27,723.35,703.71,10.07,1881.74,1970.24,2166.88
2023-02-17 21:15,1621.69,1629.36,824.33,671.99,573.03,10.43,1866.06,1955.13,2166.88
2023-02-17 21:30,1594.58,1611.21,843.32,640.83,568.88,15.73,1850.12,1947.82,2166.88
2023-02-17 21:45,1560.91,1589.67,869.56,608.5,571.77,16.25,1830.37,1939.31,2166.88
2023-02-17 22:00,1537.05,1576.61,821.68,577.75,571.64,16.77,1816.54,1934.28,2166.88
2023-02-17 22:15,1522.08,1572.0,771.71,558.2,581.54,17.55,1809.15,1933.36,2166.88
2023-02-17 22:30,1509.88,1568.78,750.45,550.03,596.11,20.85,1802.26,1932.63,2166.88
2023-02-17 22:45,1496.91,1566.57,764.6,548.07,595.61,35.21,1795.6,1932.81,2166.88
2023-02-17 23:00,1837.44,1690.78,2115.79,1108.78,827.33,633.49,1990.86,1891.77,2166.88
2023-02-17 23:15,1873.37,1731.44,2113.84,1139.44,891.3,636.8,2023.43,1918.48,2166.88
2023-02-17 23:30,1917.36,1779.93,2102.87,1174.12,967.76,640.13,2051.89,1947.56,2166.88
2023-02-17 23:45,1944.4,1818.3,2097.23,1201.43,1025.13,643.47,2065.39,1971.09,2166.88
2023-02-18 00:00,1968.59,1854.31,2081.43,1218.51,1078.38,646.81,2077.73,1992.37,2166.88
2023-02-18 00:15,1992.43,1913.34,2083.94,1302.51,1165.76,658.07,2097.92,2028.77,2166.88
2023-02-18 00:30,2018.85,1952.77,2075.44,1315.66,1190.93,650.22,2114.16,2055.19,2166.88
2023-02-18 00:45,2039.03,1997.83,2039.75,1328.82,1222.43,613.39,2130.44,2083.95,2166.88
2023-02-18 01:00,2063.78,2037.89,2061.52,1353.05,1253.1,577.9,2143.67,2110.17,2166.88
2023-02-18 01:15,2088.57,2059.83,2078.51,1362.48,1260.01,543.79,2159.76,2130.53,2166.88
2023-02-18 01:30,2101.47,2080.25,2046.96,1366.58,1265.9,511.0,2162.44,2142.75,2166.88
2023-02-18 01:45,2111.55,2090.96,2034.41,1370.16,1270.86,479.52,2164.44,2149.67,2166.88
2023-02-18 02:00,2122.82,2104.63,2015.61,1382.33,1279.65,447.82,2165.35,2153.73,2166.88
2023-02-18 02:15,2133.25,2122.01,1984.54,1394.58,1294.86,418.94,2166.38,2163.3,2166.88
2023-02-18 02:30,2141.18,2132.0,1888.64,1404.85,1307.23,391.28,2166.7,2165.91,2166.88
2023-02-18 02:45,2147.12,2140.83,1877.58,1409.21,1313.33,361.78,2166.88,2166.71,2166.88
2023-02-18 03:00,2155.08,2148.31,1878.09,1414.11,1310.34,336.66,2166.88,2166.88,2166.88
2023-02-18 03:15,2157.75,2150.73,1869.17,1420.35,1383.21,313.89,2166.88,2166.88,2166.88
2023-02-18 03:30,2160.91,2154.86,1808.75,1422.1,1389.93,323.54,2166.88,2166.88,2166.88
2023-02-18 03:45,2162.08,2161.8,1819.62,1422.56,1392.96,354.0,2166.88,2166.88,2166.88
2023-02-18 04:00,2162.91,2162.91,1843.14,1423.13,1393.62,349.66,2166.88,2166.88,2166.88
2023-02-18 04:15,2164.37,2164.37,1812.48,1423.83,1394.3,321.74,2166.88,2166.88,2166.88
2023-02-18 04:30,2165.25,2163.86,1774.5,1424.3,1394.07,292.14,2166.88,2166.88,2166.88
2023-02-18 04:45,2165.18,2164.91,1766.16,1423.85,1394.19,256.7,2166.88,2166.88,2166.88
2023-02-18 05:00,2165.97,2165.09,1765.81,1424.66,1394.6,227.57,2166.88,2166.88,2166.88
2023-02-18 05:15,2165.71,2165.02,1748.03,1424.42,1394.47,208.2,2166.88,2166.88,2166.88
2023-02-18 05:30,2166.31,2166.19,1725.55,1424.78,1395.16,193.13,2166.88,2166.88,2166.88
2023-02-18 05:45,2166.32,2166.32,1618.68,1424.81,1395.23,174.68,2166.88,2166.88,2166.88
2023-02-18 06:00,2165.96,2165.96,1610.89,1424.62,1395.05,153.88,2166.88,2166.88,2166.88
2023-02-18 06:15,2165.73,2165.73,1588.4,1450.34,1419.3,154.13,2166.88,2166.88,2166.88
2023-02-18 06:30,2165.58,2165.61,1553.26,1450.29,1419.19,154.38,2166.88,2166.88,2166.88
2023-02-18 06:45,2166.14,2166.14,1523.58,1450.49,1419.44,163.1,2166.88,2166.88,2166.88
2023-02-18 07:00,2166.5,2166.5,1506.97,1450.76,1419.7,210.48,2166.88,2166.88,2166.88
2023-02-18 07:15,2166.25,2166.25,1508.48,1450.61,1419.56,229.75,2166.88,2166.88,2166.88
2023-02-18 07:30,2166.07,2166.07,1495.07,1450.54,1419.49,215.59,2166.88,2166.88,2166.88
2023-02-18 07:45,2165.87,2165.87,1508.64,1450.41,1419.36,202.83,2166.88,2166.88,2166.88
2023-02-18 08:00,2165.42,2165.59,1500.5,1450.19,1419.26,192.75,2166.88,2166.88,2166.88
2023-02-18 08:15,2166.03,2165.5,1510.96,1450.49,1419.22,182.99,2166.88,2166.88,2166.88
2023-02-18 08:30,2166.06,2165.95,1514.79,1450.47,1419.35,173.53,2166.88,2166.88,2166.52
2023-02-18 08:45,2164.96,2165.73,1504.14,1449.79,1419.26,165.81,2166.88,2166.88,2150.7
2023-02-18 09:00,2165.39,2165.21,1501.07,1450.15,1418.87,154.47,2166.88,2166.88,2149.5
2023-02-18 09:15,2165.5,2165.64,1514.22,1322.76,1381.03,147.85,2166.88,2166.88,2148.29
2023-02-18 09:30,2165.98,2166.2,1508.14,1323.25,1381.63,138.08,2166.88,2166.88,2147.09
2023-02-18 09:45,2164.97,2165.89,1513.61,1322.77,1381.46,128.69,2166.88,2166.88,2145.9
2023-02-18 10:00,2165.32,2165.4,1499.31,1322.92,1381.15,119.7,2166.88,2166.88,2144.59
2023-02-18 10:15,2165.61,2165.66,1498.81,1323.09,1381.41,111.12,2166.88,2166.88,2143.52
2023-02-18 10:30,2165.46,2165.56,1470.14,1322.98,1381.31,92.94,2166.88,2166.88,2141.92
2023-02-18 10:45,2165.03,2165.57,1483.25,1322.71,1381.3,86.72,2166.88,2166.88,2141.15
2023-02-18 11:00,2165.98,2165.98,1450.15,1323.26,1381.5,80.73,2166.88,2166.88,2143.68
2023-02-18 11:15,2165.19,2165.68,1417.89,1322.85,1381.3,74.97,2166.88,2166.88,2142.05
2023-02-18 11:30,2165.0,2165.82,1378.28,1322.73,1381.41,69.44,2166.88,2166.88,2137.66
2023-02-18 11:45,2163.67,2164.35,1352.6,1322.18,1380.64,50.25,2166.88,2166.88,2144.63
2023-02-18 12:00,2163.49,2163.8,1314.36,1321.84,1380.18,41.68,2166.88,2166.88,2166.88
2023-02-18 12:15,2162.88,2162.13,1318.86,1323.04,1389.81,48.05,2166.88,2166.88,2150.71
2023-02-18 12:30,2160.85,2160.59,1338.14,1323.02,1389.86,53.66,2166.88,2166.88,2142.21
2023-02-18 12:45,2158.97,2157.78,1361.71,1320.56,1386.91,75.18,2166.88,2166.88,2135.8
2023-02-18 13:00,2155.91,2156.15,1396.67,1319.66,1386.57,75.82,2166.88,2166.88,2146.67
2023-02-18 13:15,2149.7,2150.08,1422.46,1315.1,1382.36,51.61,2166.88,2166.88,2166.88
2023-02-18 13:30,2142.94,2142.69,1420.19,1305.75,1369.88,40.96,2166.88,2166.88,2166.88
2023-02-18 13:45,2139.97,2137.2,1394.39,1307.61,1368.16,50.28,2166.88,2166.88,2149.47
2023-02-18 14:00,2134.42,2132.24,1438.98,1293.5,1365.18,74.42,2166.88,2166.88,2140.36
2023-02-18 14:15,2129.16,2120.93,1487.32,1301.81,1351.83,86.0,2166.7,2166.88,2146.51
2023-02-18 14:30,2122.21,2119.85,1553.89,1292.08,1354.87,103.15,2162.12,2165.36,2166.46
2023-02-18 14:45,2108.29,2099.62,1584.04,1284.18,1338.09,122.71,2156.56,2159.9,2166.88
2023-02-18 15:00,2102.81,2095.96,1605.6,1284.86,1345.9,127.31,2154.14,2153.72,2166.88
2023-02-18 15:15,2087.83,2078.36,1681.6,1333.31,1262.24,110.45,2143.86,2162.06,2166.88
2023-02-18 15:30,2071.56,2072.66,1767.31,1326.12,1257.63,97.31,2136.32,2161.3,2166.88
2023-02-18 15:45,2066.55,2076.74,1781.68,1324.21,1261.23,81.36,2135.97,2161.36,2166.88
2023-02-18 16:00,2049.05,2066.1,1766.59,1310.07,1255.76,75.05,2131.23,2159.79,2166.88
2023-02-18 16:15,2057.18,2063.82,1811.09,1320.61,1256.12,69.26,2134.29,2159.28,2166.88
2023-02-18 16:30,2062.58,2059.12,1826.21,1316.43,1252.76,69.67,2133.46,2153.54,2166.88
2023-02-18 16:45,2076.84,2057.68,1780.83,1331.99,1256.26,71.01,2137.8,2153.69,2166.88
2023-02-18 17:00,2086.75,2059.29,1802.72,1335.08,1252.39,72.35,2142.04,2154.98,2166.88
2023-02-18 17:15,2077.07,2058.46,1781.16,1326.5,1251.66,73.72,2137.97,2155.84,2166.88
2023-02-18 17:30,2071.41,2063.26,1733.75,1322.31,1252.59,75.1,2137.86,2157.56,2166.88
2023-02-18 17:45,2063.44,2063.07,1724.22,1320.17,1255.7,72.43,2137.36,2156.55,2166.88
2023-02-18 18:00,2055.04,2056.96,1709.54,1309.03,1251.74,72.29,2134.0,2157.77,2166.88
2023-02-18 18:15,2054.63,2043.32,1628.45,1336.17,1240.49,78.56,2118.72,2126.4,2166.88
2023-02-18 18:30,2075.81,2043.15,1734.11,1354.71,1250.56,84.1,2138.66,2125.21,2166.88
2023-02-18 18:45,2074.01,2049.22,1723.53,1353.98,1259.58,90.37,2129.93,2127.26,2166.88
2023-02-18 19:00,2076.19,2042.34,1734.11,1345.54,1247.8,101.48,2134.55,2127.05,2166.88
2023-02-18 19:15,2095.34,2041.89,1717.65,1366.55,1243.19,111.31,2158.11,2126.17,2166.88
2023-02-18 19:30,2108.63,2069.81,1714.6,1374.19,1282.27,104.27,2162.71,2134.79,2166.88
2023-02-18 19:45,2114.18,2090.62,1646.5,1378.95,1297.51,92.84,2163.64,2160.58,2166.88
2023-02-18 20:00,2120.81,2095.97,1654.45,1376.39,1286.17,103.3,2165.88,2160.63,2166.88
2023-02-18 20:15,2119.96,2101.76,1648.96,1371.99,1307.12,126.01,2166.49,2160.89,2166.88
2023-02-18 20:30,2127.95,2102.89,1652.26,1391.57,1292.68,141.79,2166.88,2161.88,2166.88
2023-02-18 20:45,2128.56,2101.35,1678.03,1387.32,1300.15,132.34,2166.88,2160.9,2166.88
2023-02-18 21:00,2137.11,2106.83,1670.19,1398.07,1300.04,124.33,2166.88,2160.84,2166.88
2023-02-18 21:15,2135.62,2111.86,1693.69,1352.55,1162.67,122.1,2166.88,2160.45,2166.88
2023-02-18 21:30,2137.29,2118.99,1747.32,1364.56,1160.89,113.27,2165.95,2163.01,2166.88
2023-02-18 21:45,2137.54,2128.92,1765.94,1366.5,1181.21,134.51,2165.96,2165.04,2166.88
2023-02-18 22:00,2131.92,2128.5,1824.52,1357.09,1173.78,146.2,2165.31,2165.37,2166.88
2023-02-18 22:15,2132.88,2124.24,1878.33,1358.15,1169.66,158.48,2165.88,2165.02,2166.88
2023-02-18 22:30,2132.82,2125.96,1868.82,1354.0,1170.63,174.61,2165.96,2165.18,2166.88
2023-02-18 22:45,2130.16,2120.05,1863.68,1352.4,1161.64,188.39,2165.51,2165.17,2166.88
2023-02-18 23:00,2147.73,2132.05,1157.2,1415.85,1293.2,6.12,2166.88,2166.11,2166.88
2023-02-18 23:15,2150.48,2137.8,1149.21,1413.07,1306.82,1.49,2166.88,2166.88,2166.88
2023-02-18 23:30,2147.19,2139.28,1141.25,1407.46,1297.06,1.27,2166.88,2166.88,2166.88
2023-02-18 23:45,2145.15,2137.44,1144.29,1407.37,1299.04,0.59,2166.88,2166.88,2166.88
2023-02-19 00:00,2142.73,2138.98,1136.35,1404.38,1302.34,0.1,2166.88,2166.88,2166.88
2023-02-19 00:15,2144.47,2139.63,1085.77,1437.24,1311.67,0.61,2166.88,2166.88,2166.88
2023-02-19 00:30,2146.7,2140.88,1038.27,1436.44,1310.21,1.25,2166.88,2166.88,2166.88
2023-02-19 00:45,2148.51,2142.27,990.59,1438.84,1308.41,1.44,2166.88,2166.88,2166.88
2023-02-19 01:00,2147.13,2141.77,948.73,1430.82,1304.24,3.85,2166.88,2166.88,2166.88
2023-02-19 01:15,2148.7,2142.96,896.23,1440.29,1313.93,6.93,2166.88,2166.88,2166.88
2023-02-19 01:30,2146.26,2142.32,859.58,1439.49,1309.82,8.68,2166.88,2166.88,2166.88
2023-02-19 01:45,2145.42,2140.73,820.83,1430.82,1305.15,9.82,2166.88,2166.88,2166.88
2023-02-19 02:00,2144.15,2141.96,779.88,1432.78,1308.11,15.26,2166.88,2166.88,2166.88
2023-02-19 02:15,2137.06,2134.48,740.28,1423.39,1296.97,9.24,2166.88,2166.88,2166.88
2023-02-19 02:30,2136.07,2134.5,699.95,1429.65,1301.46,8.34,2166.88,2166.88,2166.88
2023-02-19 02:45,2126.83,2127.99,663.1,1418.31,1295.12,7.47,2166.88,2162.84,2166.88
2023-02-19 03:00,2118.65,2119.01,627.54,1407.51,1285.01,4.78,2166.88,2156.98,2166.88
2023-02-19 03:15,2115.84,2114.62,593.23,1280.71,1351.27,4.18,2166.88,2145.19,2166.88
2023-02-19 03:30,2109.27,2109.21,560.16,1279.15,1349.35,3.69,2166.88,2141.48,2166.88
2023-02-19 03:45,2101.73,2102.41,565.02,1275.02,1344.02,3.49,2166.83,2141.94,2166.88
2023-02-19 04:00,2096.35,2097.68,576.94,1271.67,1341.61,4.04,2162.66,2140.3,2166.88
2023-02-19 04:15,2091.61,2088.74,589.01,1269.53,1337.8,3.67,2158.17,2137.45,2166.88
2023-02-19 04:30,2088.44,2085.91,603.41,1263.54,1332.13,3.61,2156.66,2134.74,2166.88
2023-02-19 04:45,2077.61,2070.81,618.41,1260.33,1325.81,5.7,2148.05,2127.95,2166.88
2023-02-19 05:00,2059.92,2048.86,621.61,1248.36,1311.32,1.54,2137.72,2124.52,2166.88
2023-02-19 05:15,2055.46,2041.66,612.9,1249.71,1308.79,1.15,2132.73,2118.83,2166.88
2023-02-19 05:30,2052.34,2035.77,590.17,1247.97,1305.88,0.59,2134.87,2115.99,2166.88
2023-02-19 05:45,2046.19,2031.39,572.21,1244.13,1303.73,0.1,2126.92,2114.75,2166.88
2023-02-19 06:00,2034.68,2022.44,556.34,1238.24,1298.1,0.1,2120.53,2111.72,2166.88
2023-02-19 06:15,2022.57,2018.13,577.43,1237.71,1317.9,0.1,2092.52,2091.89,2166.88
2023-02-19 06:30,2012.61,2008.84,614.3,1232.51,1312.64,1.15,2087.56,2088.15,2166.88
2023-02-19 06:45,2000.75,2000.15,613.95,1222.7,1301.63,1.23,2081.45,2083.09,2166.88
2023-02-19 07:00,1987.44,1979.12,606.45,1214.92,1290.64,1.43,2070.87,2070.29,2166.88
2023-02-19 07:15,1966.27,1961.96,618.99,1203.86,1275.74,1.45,2056.3,2060.25,2166.88
2023-02-19 07:30,1941.98,1932.27,632.04,1190.3,1254.14,1.41,2043.06,2042.59,2166.88
2023-02-19 07:45,1908.73,1897.63,645.27,1163.06,1220.31,1.36,2021.3,1996.72,2166.88
2023-02-19 08:00,1878.25,1863.41,658.67,1135.06,1178.51,1.4,2004.41,1978.54,2166.88
2023-02-19 08:15,1842.03,1820.87,672.25,1118.77,1147.38,1.46,1944.19,1948.28,2166.88
2023-02-19 08:30,1797.65,1772.86,686.02,1069.38,1089.49,1.52,1917.47,1921.52,2166.88
2023-02-19 08:45,1746.58,1714.42,699.96,984.25,1024.76,3.68,1882.62,1885.42,2166.88
2023-02-19 09:00,1705.79,1663.11,715.11,917.44,961.63,3.96,1852.86,1852.13,2166.88
2023-02-19 09:15,1664.81,1602.91,730.54,891.97,872.24,4.25,1825.64,1812.73,2166.88
2023-02-19 09:30,1628.62,1549.62,745.08,817.06,792.6,6.22,1806.62,1784.25,2166.88
2023-02-19 09:45,1591.74,1495.41,723.06,769.45,740.43,5.85,1777.12,1745.08,2166.88
2023-02-19 10:00,1547.64,1437.5,683.99,724.21,691.52,1.58,1751.25,1711.23,2166.88
2023-02-19 10:15,1509.91,1388.04,648.29,648.78,613.99,1.47,1723.79,1681.61,2166.88
2023-02-19 10:30,1449.99,1328.8,616.12,578.44,544.87,1.36,1676.73,1632.99,2166.88
2023-02-19 10:45,1387.77,1268.9,612.25,525.69,494.43,1.3,1633.93,1590.76,2166.88
2023-02-19 11:00,1320.17,1202.91,651.03,485.8,456.2,1.29,1574.38,1530.76,2166.88
2023-02-19 11:15,1239.53,1121.72,673.31,437.11,408.81,1.29,1513.37,1468.18,2166.88
2023-02-19 11:30,1158.35,1040.18,695.05,389.1,362.09,0.8200000000000001,1458.52,1412.02,2166.88
2023-02-19 11:45,1073.53,954.84,717.24,346.29,320.31,3.03,1395.43,1347.79,2166.88
2023-02-19 12:00,990.16,874.48,700.61,304.98,280.65,3.86,1338.79,1291.98,2166.51
2023-02-19 12:15,909.7,798.81,694.9,270.58,256.49,3.79,1308.85,1249.86,2166.88
2023-02-19 12:30,840.85,732.7,675.95,232.49,221.41,3.73,1240.14,1181.79,2166.88
2023-02-19 12:45,774.17,668.26,652.28,205.4,197.18,3.66,1183.19,1125.37,2166.88
2023-02-19 13:00,714.22,613.21,625.06,176.62,171.81,3.59,1152.33,1096.05,2166.88
2023-02-19 13:15,644.1,548.36,624.22,147.11,145.88,3.52,1070.68,1015.89,2166.88
2023-02-19 13:30,575.62,491.93,631.46,120.22,124.84,3.47,985.92,936.51,2166.88
2023-02-19 13:45,513.72,440.2,644.65,101.13,106.97,3.44,908.05,862.93,2166.88
2023-02-19 14:00,465.29,392.31,649.04,85.53,85.94,1.47,867.33,821.59,2166.88
2023-02-19 14:15,426.1,348.81,642.19,62.89,69.55,1.52,827.63,779.14,2166.86
2023-02-19 14:30,387.38,308.93,630.89,43.64,54.78,1.52,781.48,731.99,2149.1
2023-02-19 14:45,345.3,274.22,616.17,28.14,42.25,1.52,732.31,685.96,2142.11
2023-02-19 15:00,304.35,241.32,623.35,10.69,22.58,1.52,680.38,638.41,2144.61
2023-02-19 15:15,278.5,222.92,615.47,18.1,9.22,1.57,590.43,740.22,2148.46
2023-02-19 15:30,259.95,208.67,603.64,15.47,4.79,3.63,539.48,693.12,2160.67
2023-02-19 15:45,248.46,198.68,597.7,13.9,5.92,5.83,533.7,688.72,2164.29
2023-02-19 16:00,243.0,191.55,600.4,13.46,6.58,6.52,532.11,686.63,2164.24
2023-02-19 16:15,261.95,206.36,603.5,25.85,11.59,7.03,562.79,713.42,2149.55
2023-02-19 16:30,285.41,226.66,601.61,34.21,24.28,7.3,597.74,744.72,2146.01
2023-02-19 16:45,311.07,249.42,598.22,38.95,31.21,5.09,640.9,784.82,2141.34
2023-02-19 17:00,340.3,281.53,593.07,42.78,36.49,4.79,693.9,837.45,2134.0
2023-02-19 17:15,394.34,336.04,589.73,75.91,67.21,4.49,734.97,874.84,2129.88
2023-02-19 17:30,461.55,396.14,590.04,107.76,93.83,4.19,799.03,930.29,2128.74
2023-02-19 17:45,536.28,462.66,590.35,139.97,121.18,3.91,869.85,991.89,2130.49
2023-02-19 18:00,607.23,533.71,580.02,167.97,146.43,3.66,939.57,1056.57,2128.52
2023-02-19 18:15,690.13,627.64,579.84,235.92,182.57,3.89,1067.35,1300.49,2136.24
2023-02-19 18:30,781.38,730.52,562.29,294.51,243.84,4.16,1175.28,1397.8,2124.4
2023-02-19 18:45,881.75,833.83,549.32,360.82,310.01,4.4,1273.56,1480.67,2126.59
2023-02-19 19:00,988.98,936.5,544.35,437.48,364.8,4.44,1380.01,1567.43,2124.84
2023-02-19 19:15,1069.19,1012.96,528.26,510.16,409.44,4.93,1441.99,1614.67,2129.38
2023-02-19 19:30,1151.18,1093.71,511.58,589.86,451.28,5.18,1503.73,1662.38,2123.05
2023-02-19 19:45,1248.27,1185.64,510.62,675.53,506.22,7.55,1570.07,1710.5,2129.32
2023-02-19 20:00,1346.61,1278.1,524.89,773.75,566.23,7.94,1633.29,1755.26,2136.43
2023-02-19 20:15,1405.98,1337.08,539.41,843.48,606.91,7.97,1665.33,1777.29,2127.75
2023-02-19 20:30,1472.19,1397.53,554.19,886.29,639.17,8.0,1720.3,1817.47,2140.75
2023-02-19 20:45,1550.41,1454.95,571.01,939.1,675.02,8.04,1772.42,1848.42,2142.75
2023-02-19 21:00,1638.91,1516.03,586.36,989.19,714.63,8.07,1829.17,1879.66,2146.89
2023-02-19 21:15,1700.59,1555.16,609.99,987.08,651.36,8.12,1930.32,1889.45,2150.77
2023-02-19 21:30,1738.28,1588.07,608.02,1026.62,668.39,8.16,1953.13,1902.35,2148.82
2023-02-19 21:45,1783.85,1625.39,606.19,1060.45,679.35,8.21,1985.53,1925.4,2150.86
2023-02-19 22:00,1824.71,1662.29,596.41,1082.65,695.59,8.27,2012.43,1939.71,2163.47
2023-02-19 22:15,1853.11,1696.08,581.13,1097.8,735.52,8.33,2027.87,1954.94,2163.32
2023-02-19 22:30,1879.4,1728.52,567.86,1115.01,788.94,8.24,2045.4,1966.45,2163.92
2023-02-19 22:45,1893.39,1752.58,572.33,1145.86,833.25,7.77,2052.71,1972.6,2162.83
2023-02-19 23:00,1826.41,1833.26,1136.8,1119.77,1105.43,229.22,1968.18,1963.16,2142.36
2023-02-19 23:15,1843.24,1850.46,1158.17,1129.73,1115.33,221.03,1980.8,1975.0,2137.18
2023-02-19 23:30,1865.93,1871.55,1096.38,1148.14,1133.41,215.33,2001.46,1988.61,2132.06
2023-02-19 23:45,1883.06,1884.28,1028.73,1159.51,1142.84,203.2,2014.88,1995.97,2131.19
